frequency,comm_auth,tfidf_title,tfidf_citance_avg,tfidf_citance_max,wmd_title,wmd_citance_avg,wmd_citance_max,len_citance_avg,len_citance_max,vad_pos_max,vad_neg_max,vad_neu_max,vad_com_max,vad_pos_avg,vad_neg_avg,vad_neu_avg,vad_com_avg,label
1,0,0.0,0.0,0.0,0.6413837381280758,0.3827749350355781,0.3827749350355781,239.0,239,0.086,0.0,0.914,0.5106,0.086,0.0,0.914,0.5106,0,
1,0,0.08768681980142445,0.0,0.0,0.4602650384674918,0.4426414717224258,0.4426414717224258,200.0,200,0.0,0.075,0.925,-0.296,0.0,0.075,0.925,-0.296,0,
1,0,0.10658510262542636,0.10163066979112656,0.10163066979112656,0.33244650954352367,0.3736099599211916,0.3736099599211916,157.0,157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.05629715757507138,0.07188411746164712,0.07188411746164712,0.2552379153884145,0.3886971431161743,0.3886971431161743,243.0,243,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.11914719328677728,0.06156253736228127,0.06156253736228127,0.3149229377346406,0.35582383967649334,0.35582383967649334,206.0,206,0.0,0.167,0.833,-0.3818,0.0,0.167,0.833,-0.3818,0,
1,0,0.23773923857522397,0.06156253736228127,0.06156253736228127,0.48969206129807136,0.35593280396952337,0.35593280396952337,206.0,206,0.0,0.167,0.833,-0.3818,0.0,0.167,0.833,-0.3818,0,
1,0,0.1375436045558623,0.06156253736228127,0.06156253736228127,0.29282496797722746,0.3559505165977082,0.3559505165977082,206.0,206,0.0,0.167,0.833,-0.3818,0.0,0.167,0.833,-0.3818,0,
1,0,0.11234277891542777,0.0,0.0,0.2693988497855432,0.304649473065173,0.304649473065173,252.0,252,0.131,0.188,0.681,-0.1851,0.131,0.188,0.681,-0.1851,0,
1,0,0.0,0.05325383733705391,0.05325383733705391,0.33181730388997116,0.40974336131931405,0.40974336131931405,128.0,128,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.0,0.03316782619426705,0.03316782619426705,0.5339033196249482,0.3540066332837451,0.3540066332837451,329.0,329,0.033,0.098,0.87,-0.5574,0.033,0.098,0.87,-0.5574,0,
1,0,0.06437099366532754,0.0,0.0,0.430072238006064,0.4427495388607527,0.4427495388607527,200.0,200,0.0,0.075,0.925,-0.296,0.0,0.075,0.925,-0.296,0,
1,0,0.38755725536725033,0.0,0.0,0.49599483185313253,0.4642849458290519,0.4642849458290519,157.0,157,0.109,0.0,0.891,0.4215,0.109,0.0,0.891,0.4215,0,
1,0,0.18546395359615178,0.10343697169894073,0.10343697169894073,0.31115975177581445,0.3885408612928871,0.3885408612928871,244.0,244,0.042,0.058,0.901,-0.1761,0.042,0.058,0.901,-0.1761,0,
1,0,0.0,0.03221398876475122,0.03221398876475122,0.3957917693963903,0.3193096135343043,0.3193096135343043,291.0,291,0.098,0.048,0.854,0.34,0.098,0.048,0.854,0.34,0,
1,0,0.13049436152984825,0.0,0.0,0.23746793540262784,0.5138045959587917,0.5138045959587917,170.0,170,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.06655924660794856,0.0,0.0,0.3155069599810654,0.3729103633260983,0.3729103633260983,329.0,329,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.08340941143953931,0.0,0.0,0.3839959335063352,0.3406752747573766,0.3406752747573766,173.0,173,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.048185057524899266,0.028752734759226403,0.028752734759226403,0.42913568471112007,0.34462457851919776,0.34462457851919776,271.0,271,0.06,0.0,0.94,0.4019,0.06,0.0,0.94,0.4019,0,
1,0,0.08340941143953931,0.0,0.0,0.2456524985861808,0.39230473885958084,0.39230473885958084,217.0,217,0.0,0.084,0.916,-0.4497,0.0,0.084,0.916,-0.4497,1,
1,0,0.0,0.027825168741424402,0.027825168741424402,0.2828191211869578,0.4364720922631708,0.4364720922631708,292.0,292,0.258,0.0,0.742,0.9038,0.258,0.0,0.742,0.9038,0,
1,0,0.0,0.06655924660794856,0.06655924660794856,0.2657530646470996,0.438499797394237,0.438499797394237,96.0,96,0.0,0.108,0.892,-0.2924,0.0,0.108,0.892,-0.2924,0,
1,0,0.0,0.023411306481152864,0.023411306481152864,0.34643198348621657,0.4388590959704843,0.4388590959704843,304.0,304,0.052,0.0,0.948,0.34,0.052,0.0,0.948,0.34,0,
1,0,0.0,0.03844253271350165,0.03844253271350165,0.5262246695652393,0.36836459101103836,0.36836459101103836,204.0,204,0.06,0.0,0.94,0.2023,0.06,0.0,0.94,0.2023,0,
1,0,0.07357474610589511,0.0,0.0,0.46561201581377715,0.3488088729911473,0.3488088729911473,204.0,204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.26242093626195995,0.12111647371647052,0.12111647371647052,0.4343088552889873,0.40681813117821936,0.40681813117821936,193.0,193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0,0.0,0.0,0.349972109564418,0.35280767403364416,0.35280767403364416,230.0,230,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0,0.0,0.0,0.3077958248400794,0.40733296398984964,0.40733296398984964,176.0,176,0.098,0.0,0.902,0.3612,0.098,0.0,0.902,0.3612,1,
1,0,0.0,0.023411306481152864,0.023411306481152864,0.3739053000907931,0.4342102157674606,0.4342102157674606,303.0,303,0.052,0.0,0.948,0.34,0.052,0.0,0.948,0.34,0,
1,0,0.041007060023442815,0.023411306481152864,0.023411306481152864,0.36345335462581463,0.4320300013556072,0.4320300013556072,303.0,303,0.052,0.0,0.948,0.34,0.052,0.0,0.948,0.34,0,
1,0,0.0,0.03221398876475122,0.03221398876475122,0.3055910570788596,0.32010921084110455,0.32010921084110455,291.0,291,0.098,0.048,0.854,0.34,0.098,0.048,0.854,0.34,0,
1,0,0.06655924660794856,0.030925224983152404,0.030925224983152404,0.37290092517791595,0.35676648281329465,0.35676648281329465,256.0,256,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.18435554192630063,0.11149569803036291,0.11149569803036291,0.44283953343405136,0.36274073225075265,0.36274073225075265,205.0,205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0,0.04416443453527435,0.04416443453527435,0.25243706042091674,0.4732202842000245,0.4732202842000245,128.0,128,0.0,0.083,0.917,-0.2924,0.0,0.083,0.917,-0.2924,0,
1,0,0.18589487988995426,0.15770724654645807,0.15770724654645807,0.30482399894865553,0.3496095786425209,0.3496095786425209,262.0,262,0.069,0.0,0.931,0.4404,0.069,0.0,0.931,0.4404,1,
1,0,0.26242093626195995,0.0,0.0,0.29619453668945583,0.5048408872929231,0.5048408872929231,169.0,169,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.048185057524899266,0.1059260403971836,0.1059260403971836,0.385933412888504,0.3983026140343387,0.3983026140343387,253.0,253,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.050656087645095244,0.03966274942049731,0.03966274942049731,0.361944313596546,0.385881531912667,0.385881531912667,190.0,190,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.0,0.0,0.0,0.3011011072079863,0.4668053676665434,0.4668053676665434,146.0,146,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.0,0.023411306481152864,0.023411306481152864,0.3771517565519278,0.44656515080013326,0.44656515080013326,304.0,304,0.052,0.0,0.948,0.34,0.052,0.0,0.948,0.34,0,
1,0,0.19280132317038096,0.2125946021128321,0.2125946021128321,0.30227171619779464,0.247630766072595,0.247630766072595,345.0,345,0.14,0.0,0.86,0.7906,0.14,0.0,0.86,0.7906,0,
1,0,0.09339537641256733,0.06203156773119886,0.06203156773119886,0.5073042983106232,0.3662575638235078,0.3662575638235078,156.0,156,0.098,0.14,0.762,-0.3182,0.098,0.14,0.762,-0.3182,0,
1,0,0.11914719328677734,0.0547121185392836,0.0547121185392836,0.1961058568061717,0.3432585164309741,0.3432585164309741,204.0,204,0.091,0.0,0.909,0.4767,0.091,0.0,0.909,0.4767,0,
1,0,0.03536301593108155,0.0,0.0,0.35608479170373686,0.41392231378534505,0.41392231378534505,72.0,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0669967754834896,0.0,0.0,0.3717883363656337,0.39068760317104767,0.39068760317104767,191.0,191,0.0,0.094,0.906,-0.3612,0.0,0.094,0.906,-0.3612,0,
1,0,0.0,0.0,0.0,0.5387105159423996,0.3936501360494196,0.3936501360494196,122.0,122,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.07338366200386336,0.0,0.0,0.207546337282253,0.5065955118292577,0.5065955118292577,180.0,180,0.045,0.09,0.865,-0.3182,0.045,0.09,0.865,-0.3182,1,
1,0,0.1587667239811707,0.08201057813079438,0.08201057813079438,0.2837762015874545,0.2188778092250656,0.2188778092250656,254.0,254,0.124,0.197,0.679,-0.4767,0.124,0.197,0.679,-0.4767,0,
1,0,0.11438944373905781,0.030095083235014926,0.030095083235014926,0.2625595127406008,0.37300760524438675,0.37300760524438675,155.0,155,0.0,0.095,0.905,-0.2263,0.0,0.095,0.905,-0.2263,0,
1,0,0.03536301593108155,0.03118930822565627,0.03118930822565627,0.23130341347411124,0.38378627379749725,0.38378627379749725,136.0,136,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.03536301593108155,0.03118930822565627,0.03118930822565627,0.2876278493160817,0.3838031404198969,0.3838031404198969,137.0,137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.03930104697682115,0.0763097460287656,0.0763097460287656,0.3703597245753389,0.3981843459500966,0.3981843459500966,135.0,135,0.141,0.0,0.859,0.4215,0.141,0.0,0.859,0.4215,0,
1,0,0.04493739213409101,0.0763097460287656,0.0763097460287656,0.3476693103557071,0.3982505923607643,0.3982505923607643,135.0,135,0.141,0.0,0.859,0.4215,0.141,0.0,0.859,0.4215,0,
1,0,0.17802712298673556,0.05726698789119388,0.05726698789119388,0.24461214554421423,0.38097021960270894,0.38097021960270894,187.0,187,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0,0.020644236681944934,0.020644236681944934,0.35455848581698746,0.5728609479689691,0.5728609479689691,404.0,404,0.05,0.0,0.95,0.5267,0.05,0.0,0.95,0.5267,1,
1,0,0.0,0.020644236681944934,0.020644236681944934,0.405184114059427,0.5759057809046113,0.5759057809046113,405.0,405,0.05,0.0,0.95,0.5267,0.05,0.0,0.95,0.5267,1,
1,0,0.0,0.07970251181266945,0.07970251181266945,0.47700313801649047,0.37127065255929004,0.37127065255929004,383.0,383,0.067,0.018,0.915,0.4767,0.067,0.018,0.915,0.4767,1,
1,0,0.0,0.23180504650896966,0.23180504650896966,0.3730782812150765,0.43589343100124917,0.43589343100124917,336.0,336,0.042,0.03,0.928,0.1546,0.042,0.03,0.928,0.1546,1,
1,0,0.0,0.12007130650406533,0.12007130650406533,0.3004366525500946,0.530894381909458,0.530894381909458,416.0,416,0.052,0.0,0.948,0.4939,0.052,0.0,0.948,0.4939,1,
1,0,0.06654488326015777,0.08058274341111721,0.08058274341111721,0.34229963771692967,0.38305418107610223,0.38305418107610223,383.0,383,0.067,0.018,0.915,0.4767,0.067,0.018,0.915,0.4767,1,
1,0,0.0,0.0,0.0,0.41514986978746815,0.43269825720479055,0.43269825720479055,351.0,351,0.0,0.052,0.948,-0.3818,0.0,0.052,0.948,-0.3818,1,
1,0,0.0,0.020644236681944934,0.020644236681944934,0.3553364886297061,0.573714349794462,0.573714349794462,405.0,405,0.05,0.0,0.95,0.5267,0.05,0.0,0.95,0.5267,1,
1,0,0.0,0.0,0.0,0.2893068213975809,0.29431244959566616,0.29431244959566616,178.0,178,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.2670453137166025,0.14268747419148536,0.14268747419148536,0.290936923548764,0.2355670125188334,0.2355670125188334,312.0,312,0.093,0.057,0.849,0.1779,0.093,0.057,0.849,0.1779,0,
1,0,0.09730855609392253,0.060896395849183806,0.060896395849183806,0.258374070076914,0.3265307873462706,0.3265307873462706,256.0,256,0.057,0.0,0.943,0.3182,0.057,0.0,0.943,0.3182,1,
1,0,0.0,0.07456906119122649,0.07456906119122649,0.36525347921840134,0.25643604017189336,0.25643604017189336,404.0,404,0.131,0.0,0.869,0.836,0.131,0.0,0.869,0.836,0,
1,0,0.05612175491366005,0.07351222652471837,0.07351222652471837,0.3873151569009327,0.2547303813336044,0.2547303813336044,407.0,407,0.131,0.0,0.869,0.836,0.131,0.0,0.869,0.836,0,
1,0,0.05612175491366005,0.21444939925027273,0.21444939925027273,0.34660295539098657,0.3245585027596532,0.3245585027596532,260.0,260,0.136,0.064,0.8,0.2732,0.136,0.064,0.8,0.2732,0,
1,0,0.09232139829308136,0.042201668906381294,0.042201668906381294,0.35833745107623005,0.4253630217152582,0.4253630217152582,115.0,115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.08098287796519688,0.042201668906381294,0.042201668906381294,0.280959628765646,0.426258567797083,0.426258567797083,115.0,115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.0,0.09670685480334229,0.09670685480334229,0.35171999904509926,0.2966835086721756,0.2966835086721756,229.0,229,0.078,0.089,0.833,-0.1027,0.078,0.089,0.833,-0.1027,0,
1,0,0.09232139829308136,0.18832393622758892,0.18832393622758892,0.2898558719035399,0.369676130656477,0.369676130656477,124.0,124,0.134,0.173,0.693,0.0258,0.134,0.173,0.693,0.0258,0,
1,0,0.08098287796519688,0.09915165128392966,0.09915165128392966,0.29632760083895665,0.343201921584155,0.343201921584155,178.0,178,0.201,0.099,0.701,0.4939,0.201,0.099,0.701,0.4939,0,
1,0,0.042201668906381294,0.1543670999851837,0.1543670999851837,0.3217089497985584,0.26891286559674094,0.26891286559674094,274.0,274,0.159,0.057,0.784,0.5859,0.159,0.057,0.784,0.5859,0,
1,0,0.05612175491366005,0.056207087725971445,0.056207087725971445,0.3739477706316361,0.3492560694557664,0.3492560694557664,278.0,278,0.053,0.0,0.947,0.3182,0.053,0.0,0.947,0.3182,1,
1,0,0.10320237271420758,0.0708254693937583,0.0708254693937583,0.28595717927025505,0.2481153273955078,0.2481153273955078,215.0,215,0.0,0.088,0.912,-0.4019,0.0,0.088,0.912,-0.4019,0,
1,0,0.14583659189722667,0.0,0.0,0.2835385439723704,0.254881547559881,0.254881547559881,265.0,265,0.075,0.11,0.815,-0.3818,0.075,0.11,0.815,-0.3818,0,
1,0,0.05224985350000813,0.15699087777189832,0.15699087777189832,0.3049173603875425,0.29752797315785123,0.29752797315785123,261.0,261,0.065,0.135,0.8,-0.4215,0.065,0.135,0.8,-0.4215,0,
1,0,0.2385534451960737,0.0,0.0,0.2845383289092539,0.2549402358511459,0.2549402358511459,265.0,265,0.075,0.11,0.815,-0.3818,0.075,0.11,0.815,-0.3818,0,
1,0,0.0,0.0,0.0,0.6086348519123831,0.34233915673049486,0.34233915673049486,228.0,228,0.053,0.075,0.872,-0.2263,0.053,0.075,0.872,-0.2263,0,
1,0,0.0,0.036353238747621607,0.036353238747621607,0.433532011984054,0.30211904472997486,0.30211904472997486,182.0,182,0.306,0.0,0.694,0.875,0.306,0.0,0.694,0.875,0,
1,0,0.0,0.0,0.0,0.3612239508216357,0.4569810912377821,0.4569810912377821,81.0,81,0.185,0.0,0.815,0.3612,0.185,0.0,0.815,0.3612,0,
1,0,0.0,0.0,0.0,0.46261036416612594,0.3071499301505217,0.3071499301505217,171.0,171,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.20592388986602383,0.14898744572369774,0.14898744572369774,0.45226204394580144,0.32873821007843085,0.32873821007843085,179.0,179,0.118,0.0,0.882,0.4939,0.118,0.0,0.882,0.4939,0,
1,0,0.1795902987401912,0.09915165128392966,0.09915165128392966,0.3769302281843401,0.34299393379129467,0.34299393379129467,178.0,178,0.201,0.099,0.701,0.4939,0.201,0.099,0.701,0.4939,0,
1,0,0.10320237271420758,0.031612100576770205,0.031612100576770205,0.329987299822181,0.28599383230588293,0.28599383230588293,240.0,240,0.043,0.072,0.885,-0.2732,0.043,0.072,0.885,-0.2732,0,
1,0,0.0669967754834896,0.08530305285460633,0.08530305285460633,0.2375266005880014,0.37676566383980975,0.37676566383980975,200.0,200,0.209,0.189,0.602,-0.0772,0.209,0.189,0.602,-0.0772,0,
1,0,0.03895194244792349,0.08530305285460633,0.08530305285460633,0.23692459063730187,0.376749047270153,0.376749047270153,200.0,200,0.209,0.189,0.602,-0.0772,0.209,0.189,0.602,-0.0772,0,
1,0,0.049082592948470685,0.0708254693937583,0.0708254693937583,0.2955875393311564,0.24793199213062636,0.24793199213062636,215.0,215,0.0,0.088,0.912,-0.4019,0.0,0.088,0.912,-0.4019,0,
1,0,0.029550839251705176,0.0,0.0,0.34788239402385673,0.302259248702993,0.302259248702993,334.0,334,0.045,0.061,0.894,-0.2263,0.045,0.061,0.894,-0.2263,0,
1,0,0.08802999024688225,0.0391846151353127,0.0391846151353127,0.32464351767656785,0.3654555096517216,0.3654555096517216,179.0,179,0.09,0.051,0.859,0.25,0.09,0.051,0.859,0.25,1,
1,0,0.13234857063656771,0.03673406111884345,0.03673406111884345,0.2737340672188941,0.34985064515219383,0.34985064515219383,189.0,189,0.066,0.0,0.934,0.2263,0.066,0.0,0.934,0.2263,1,
1,0,0.15177836744198991,0.03790004868337428,0.03790004868337428,0.39432905450763406,0.3285374778979996,0.3285374778979996,175.0,175,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0,0.12289524559337672,0.12289524559337672,0.48952216693807915,0.2807795725489038,0.2807795725489038,184.0,184,0.182,0.0,0.818,0.5994,0.182,0.0,0.818,0.5994,0,
1,0,0.11521554337793123,0.0,0.0,0.3233965802070602,0.3203412398776106,0.3203412398776106,142.0,142,0.261,0.0,0.739,0.7768,0.261,0.0,0.739,0.7768,1,
1,0,0.23161087608853323,0.15500115480128757,0.15500115480128757,0.27350092995198366,0.3377136457329637,0.3377136457329637,165.0,165,0.0,0.078,0.922,-0.296,0.0,0.078,0.922,-0.296,0,
1,0,0.12735952979479356,0.15500115480128757,0.15500115480128757,0.3617876036381327,0.3376187823998399,0.3376187823998399,165.0,165,0.0,0.078,0.922,-0.296,0.0,0.078,0.922,-0.296,1,
1,0,0.0,0.0,0.0,0.314800501019452,0.38820571391873115,0.38820571391873115,166.0,166,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.04604360647426782,0.08607577920972273,0.08607577920972273,0.4055698101699001,0.43413049859168357,0.43413049859168357,130.0,130,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0422016689063813,0.03790004868337428,0.03790004868337428,0.29823444172271474,0.328868863739172,0.328868863739172,175.0,175,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,
1,0,0.0,0.0,0.0,0.3174686853315231,0.3613490553035103,0.3613490553035103,142.0,142,0.317,0.0,0.683,0.6705,0.317,0.0,0.683,0.6705,1,
1,0,0.10778626961492307,0.044498002753463425,0.044498002753463425,0.3533282067212053,0.2594115486346681,0.2594115486346681,365.0,365,0.052,0.086,0.862,-0.1779,0.052,0.086,0.862,-0.1779,1,
1,0,0.13234857063656771,0.0406093257697673,0.0406093257697673,0.2914678788418144,0.5441847322997103,0.5441847322997103,109.0,109,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.11521554337793123,0.0,0.0,0.2648526059572437,0.35260468687109925,0.35260468687109925,87.0,87,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.0,0.0,0.0,0.4372887550455671,0.3370910530161559,0.3370910530161559,181.0,181,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,
1,0,0.14438355527738672,0.03673406111884345,0.03673406111884345,0.5151553214169104,0.34958423056351323,0.34958423056351323,189.0,189,0.066,0.0,0.934,0.2263,0.066,0.0,0.934,0.2263,1,
1,0,0.04604360647426782,0.0,0.0,0.3602765460238029,0.308120264440406,0.308120264440406,250.0,250,0.062,0.0,0.938,0.3182,0.062,0.0,0.938,0.3182,0,
